Claim Settlement Time,Claim Approval Rate,Claims Handling Process,Service_score
17.54,93.57,0,0
15.84,87.39,0,0
20.09,99.34,1,0
4.57,97.9,1,2
23.74,82.09,1,0
26.92,82.74,0,0
12.75,85.07,0,2
28.2,93.94,1,0
27.65,98.86,1,0
10.88,85.32,0,2
7.0,91.88,1,2
12.93,98.13,1,2
17.83,82.33,1,0
8.7,82.09,2,1
2.26,87.13,2,1
5.76,90.4,2,1
21.12,92.82,1,0
20.85,93.57,2,1
26.12,91.53,0,0
13.74,82.09,1,2
14.68,97.77,1,2
3.14,91.14,2,1
2.71,92.44,1,2
15.81,80.86,1,0
14.17,89.59,1,2
10.42,84.3,1,2
27.11,97.34,0,0
22.32,85.82,2,1
20.71,82.38,0,0
7.05,99.66,1,2
8.4,98.83,1,2
25.94,88.64,1,0
28.31,89.93,1,0
9.7,85.52,2,1
18.84,90.73,1,0
18.83,86.56,2,1
3.78,83.46,1,2
18.67,99.12,0,0
10.07,80.29,2,1
28.37,88.8,0,0
15.31,92.47,0,2
27.68,98.26,1,0
3.66,92.04,2,1
15.72,94.47,1,0
27.58,87.13,1,0
23.06,87.19,0,0
28.92,96.74,2,1
11.19,82.16,1,2
27.71,82.71,0,0
10.61,93.35,1,2
20.26,94.1,0,0
19.63,85.13,1,0
4.31,85.45,1,2
21.33,84.46,0,0
4.5,88.17,0,2
23.2,91.26,1,0
11.5,98.03,2,1
9.8,84.51,0,2
8.76,85.55,2,1
6.53,81.78,1,2
21.49,92.32,0,0
26.21,83.34,2,1
25.14,84.08,1,0
5.55,82.02,0,2
8.24,97.41,2,1
18.56,94.97,1,0
20.93,80.63,0,0
16.1,88.01,1,0
22.84,86.66,1,0
15.6,96.87,1,0
10.71,96.11,2,1
5.57,86.01,1,2
2.63,88.17,2,1
7.67,84.65,1,2
4.88,90.55,0,2
2.46,82.17,1,2
5.41,89.04,1,2
29.45,92.37,1,0
24.62,99.99,1,0
13.52,82.2,2,1
3.29,81.86,1,2
19.98,90.13,2,1
29.11,92.18,1,0
5.79,83.58,0,2
10.14,97.97,2,1
15.18,80.03,2,1
1.28,96.63,2,1
10.38,82.9,0,2
26.62,80.05,1,0
19.02,85.51,1,0
16.7,80.79,2,1
6.0,91.16,2,1
1.25,94.14,2,1
21.7,81.64,2,1
1.15,82.39,2,1
5.76,88.41,1,2
6.79,92.37,0,2
17.83,88.07,0,0
22.73,95.54,0,0
23.14,97.11,0,0
11.44,94.7,0,2
13.89,93.07,1,2
4.66,97.74,0,2
9.57,90.86,1,2
19.03,83.91,1,0
15.83,91.18,0,0
10.47,98.71,1,2
24.48,96.3,2,1
22.69,96.38,1,0
19.37,92.41,0,0
25.22,89.33,1,0
22.4,80.56,0,0
10.77,91.93,1,2
3.67,91.0,0,2
27.41,91.36,1,0
4.77,89.39,0,2
6.11,81.92,2,1
10.5,85.68,2,1
25.08,80.99,1,0
3.04,98.38,1,2
19.02,80.9,0,0
9.68,84.76,0,2
3.42,80.74,2,1
27.07,94.82,2,1
14.56,80.41,2,1
14.07,91.99,1,2
9.68,93.43,0,2
6.56,96.34,2,1
6.72,91.81,0,2
1.78,85.8,0,2
26.81,99.31,0,0
26.49,85.32,0,0
25.43,86.56,1,0
5.0,85.55,0,2
21.58,80.15,0,0
22.95,82.02,0,0
3.57,88.7,1,2
5.22,87.54,2,1
20.04,87.74,2,1
27.19,96.16,1,0
6.99,83.15,2,1
12.94,92.27,1,2
12.54,93.07,1,2
3.92,91.15,0,2
25.37,91.68,1,0
12.86,97.76,1,2
4.86,83.47,0,2
7.23,88.31,2,1
15.56,81.56,2,1
3.04,87.72,0,2
25.58,91.39,1,0
21.14,80.38,0,0
8.82,87.84,1,2
3.73,87.23,2,1
3.13,80.48,2,1
1.82,89.56,1,2
16.19,97.1,0,0
16.75,86.78,0,0
17.52,93.46,2,1
9.2,85.77,0,2
7.43,86.5,0,2
15.28,91.22,0,2
11.73,84.68,1,2
28.43,98.64,1,0
8.75,99.8,2,1
4.53,82.82,2,1
1.34,84.95,1,2
5.45,99.06,1,2
14.19,84.92,2,1
21.64,94.97,1,0
29.49,84.07,1,0
13.22,86.75,2,1
7.46,89.96,0,2
12.05,96.39,1,2
17.26,90.91,1,0
26.05,94.58,1,0
15.77,98.3,2,1
15.91,95.7,0,0
7.36,83.86,2,1
13.07,94.5,1,2
2.69,95.26,0,2
14.44,95.69,2,1
26.18,96.48,2,1
3.43,87.75,2,1
1.39,86.21,2,1
1.91,91.91,2,1
1.34,80.89,1,2
24.63,92.46,0,0
27.38,98.08,2,1
13.88,98.07,1,2
24.27,85.32,0,0
21.57,93.6,2,1
1.29,93.41,0,2
27.37,83.44,2,1
15.99,81.98,1,0
5.66,92.42,1,2
21.28,99.67,0,0
8.25,98.32,0,2
18.22,90.54,2,1
24.92,83.85,0,0
25.55,92.3,2,1
18.93,81.02,0,0
20.84,83.25,0,0
29.48,81.23,0,0
20.69,94.81,2,1
29.89,80.21,1,0
17.12,87.98,2,1
9.24,81.8,1,2
4.92,80.01,2,1
17.7,88.37,1,0
27.11,89.09,2,1
11.45,99.82,0,2
27.29,99.01,0,0
8.57,86.5,1,2
3.82,95.14,2,1
8.23,81.8,0,2
19.9,80.11,2,1
1.91,87.26,0,2
27.93,90.87,0,0
8.63,80.97,2,1
19.06,80.62,1,0
12.28,98.54,1,2
29.9,90.29,1,0
14.93,98.33,2,1
24.55,80.32,0,0
4.94,97.89,0,2
27.54,81.9,2,1
10.44,88.78,0,2
1.23,89.68,1,2
28.22,88.09,1,0
10.24,83.23,1,2
23.69,99.48,0,0
27.91,96.08,0,0
14.8,84.08,0,2
25.26,99.29,1,0
12.23,92.39,2,1
7.47,93.27,0,2
12.95,95.46,2,1
28.35,80.82,1,0
8.43,99.26,1,2
19.91,98.54,1,0
7.54,83.04,0,2
5.77,93.21,0,2
24.39,90.22,1,0
27.83,85.36,1,0
7.1,87.23,2,1
11.23,96.01,0,2
5.41,80.78,2,1
28.43,92.63,1,0
17.76,90.77,2,1
9.92,81.33,0,2
28.21,96.5,0,0
5.13,87.72,0,2
9.02,99.96,1,2
12.35,88.32,1,2
12.6,83.78,0,2
20.9,80.88,1,0
7.12,87.18,2,1
2.63,90.0,2,1
6.3,92.49,0,2
17.29,90.59,0,0
24.66,87.59,2,1
5.49,95.85,1,2
4.33,82.78,0,2
24.23,83.58,0,0
15.93,96.47,2,1
23.69,86.87,1,0
26.71,85.85,0,0
17.52,96.07,1,0
23.52,82.11,2,1
3.25,80.82,2,1
22.83,90.67,2,1
26.37,98.22,0,0
16.15,88.41,2,1
6.44,97.49,0,2
20.86,83.89,1,0
26.18,80.35,2,1
23.66,98.11,1,0
23.12,96.29,0,0
1.96,88.17,1,2
15.74,95.99,0,0
17.96,96.29,0,0
5.28,91.34,1,2
5.18,97.78,2,1
19.61,87.72,2,1
6.03,88.98,2,1
3.39,81.52,2,1
26.67,97.94,1,0
15.26,87.21,1,2
27.04,97.84,2,1
29.85,93.58,1,0
27.11,86.12,0,0
5.76,81.58,0,2
24.79,91.81,0,0
10.06,91.08,0,2
27.59,95.97,0,0
8.36,93.31,0,2
22.93,86.08,2,1
23.71,93.58,2,1
7.69,99.44,2,1
6.62,95.31,0,2
5.47,82.83,0,2
3.11,91.29,0,2
24.2,86.04,0,0
29.41,84.97,0,0
16.9,81.36,1,0
8.48,84.4,1,2
25.95,93.56,2,1
21.34,94.64,0,0
3.2,98.49,2,1
9.72,94.29,0,2
21.54,84.91,1,0
1.17,80.75,2,1
21.16,86.29,2,1
16.05,93.82,1,0
10.54,97.29,1,2
23.95,93.99,0,0
25.68,97.62,2,1
22.42,97.18,2,1
29.38,86.68,2,1
15.33,81.27,0,2
6.97,94.15,0,2
28.58,83.21,2,1
21.74,89.74,2,1
8.08,91.58,0,2
15.85,95.53,1,0
19.07,85.52,1,0
2.58,89.76,0,2
13.06,86.63,2,1
20.66,86.69,2,1
9.09,97.32,0,2
15.44,86.13,1,2
17.15,85.29,0,0
27.51,86.14,0,0
10.58,95.87,2,1
4.58,99.47,1,2
21.8,82.25,2,1
7.18,82.77,0,2
28.74,83.55,2,1
29.85,95.14,2,1
25.46,94.2,1,0
22.11,82.54,0,0
14.22,88.63,0,2
20.63,84.06,0,0
22.07,94.23,2,1
18.41,91.08,0,0
6.2,95.78,2,1
22.64,90.37,0,0
25.12,92.48,0,0
2.37,86.21,2,1
24.91,96.99,2,1
16.58,97.94,2,1
11.0,85.63,1,2
7.15,80.43,2,1
6.52,89.1,1,2
3.23,99.55,1,2
22.67,96.79,1,0
7.08,91.42,2,1
3.63,93.55,1,2
14.48,89.9,0,2
6.52,81.29,2,1
21.25,97.69,2,1
26.91,96.05,2,1
24.33,90.96,2,1
1.93,97.95,1,2
3.94,89.27,1,2
19.06,91.0,2,1
10.83,92.32,1,2
5.39,91.75,0,2
24.04,96.37,2,1
18.17,80.75,1,0
19.29,94.53,1,0
6.92,85.1,0,2
2.3,88.65,0,2
10.97,89.31,1,2
25.95,97.77,1,0
23.19,81.4,0,0
4.69,99.78,2,1
8.22,90.78,1,2
29.11,94.62,2,1
27.98,84.91,2,1
20.97,96.7,1,0
18.58,88.94,2,1
4.13,82.8,2,1
14.06,84.02,2,1
7.05,81.55,1,2
23.96,93.77,0,0
29.29,97.37,0,0
28.12,81.63,1,0
22.84,96.46,0,0
17.27,92.15,1,0
10.76,83.0,2,1
23.02,83.21,2,1
8.68,91.54,1,2
18.94,85.54,0,0
4.01,97.13,1,2
9.14,86.73,0,2
27.64,83.12,0,0
15.24,88.02,0,2
1.75,94.75,2,1
2.6,93.48,0,2
28.96,92.39,0,0
13.91,89.39,2,1
18.45,84.48,2,1
14.92,82.35,0,2
8.24,91.33,0,2
17.34,96.91,2,1
1.99,95.12,2,1
1.44,89.74,2,1
19.91,93.05,0,0
10.69,95.15,0,2
22.29,81.06,0,0
16.39,91.35,0,0
18.95,93.71,0,0
11.6,98.5,0,2
15.1,81.21,2,1
10.02,98.66,1,2
12.64,86.47,0,2
11.4,89.88,2,1
2.59,86.7,2,1
12.99,96.81,1,2
5.24,95.87,1,2
27.35,87.16,1,0
24.65,90.93,2,1
28.04,96.5,2,1
23.63,95.3,1,0
20.7,98.85,2,1
24.34,87.28,2,1
12.23,81.16,2,1
11.55,82.84,1,2
5.2,88.79,0,2
9.27,98.92,0,2
14.85,92.76,0,2
6.16,94.4,2,1
14.61,99.19,1,2
22.94,94.51,1,0
4.86,94.71,2,1
25.75,98.37,0,0
21.93,86.45,0,0
14.95,96.52,2,1
29.97,85.08,2,1
13.23,88.66,2,1
3.21,89.3,1,2
9.36,82.74,2,1
19.37,82.93,2,1
21.66,88.73,1,0
28.08,98.91,2,1
15.36,93.76,0,2
4.35,97.32,1,2
24.9,97.7,1,0
7.27,88.85,0,2
22.01,86.52,2,1
27.41,92.82,2,1
28.94,81.44,2,1
4.46,91.95,1,2
27.04,86.07,0,0
24.22,90.34,2,1
23.11,99.15,0,0
2.01,82.15,1,2
26.52,98.78,0,0
18.77,85.71,2,1
18.42,86.97,0,0
18.52,84.04,0,0
3.3,82.5,2,1
24.07,80.95,0,0
6.4,82.19,1,2
23.08,89.69,1,0
17.82,80.96,0,0
1.22,97.5,1,2
22.84,82.58,1,0
10.65,90.64,1,2
6.68,99.18,2,1
10.71,84.22,1,2
10.76,88.81,1,2
28.52,97.28,0,0
2.11,91.21,2,1
15.25,89.37,1,2
1.36,96.75,0,2
25.94,90.96,0,0
8.63,94.81,2,1
28.46,82.26,0,0
4.27,86.67,0,2
6.27,97.3,0,2
9.97,92.87,0,2
7.44,95.03,2,1
12.25,95.01,1,2
17.18,83.23,1,0
19.88,97.86,0,0
16.93,90.76,0,0
16.27,93.71,0,0
3.92,80.88,2,1
5.4,84.42,2,1
5.26,99.63,2,1
28.22,98.18,1,0
6.21,82.64,2,1
21.9,86.45,1,0
23.66,81.32,1,0
19.37,91.09,2,1
2.75,92.57,1,2
15.01,82.88,2,1
1.48,95.99,0,2
5.94,86.61,1,2
28.15,98.3,0,0
2.49,93.03,0,2
13.7,94.06,1,2
5.38,83.12,2,1
27.41,85.19,0,0
20.88,99.51,1,0
25.68,80.35,2,1
17.37,85.82,0,0
1.78,98.28,1,2
1.58,84.48,1,2
10.87,82.45,1,2
19.8,81.35,0,0
2.8,96.08,1,2
21.14,98.54,0,0
24.03,94.66,0,0
25.47,93.07,0,0
12.33,99.67,2,1
10.75,90.77,1,2
15.31,95.43,0,2
9.43,95.13,2,1
13.2,84.69,2,1
24.91,89.93,1,0
7.79,87.02,0,2
1.08,97.0,1,2
8.65,98.51,2,1
14.68,99.44,2,1
12.38,91.57,0,2
24.14,90.94,2,1
22.68,85.37,2,1
21.11,99.14,2,1
5.74,80.17,2,1
8.52,96.17,0,2
21.96,83.87,0,0
15.87,93.21,1,0
26.94,89.02,0,0
24.69,87.02,2,1
25.41,90.2,1,0
10.78,92.41,2,1
23.42,96.73,1,0
27.24,93.97,1,0
25.5,96.12,0,0
18.92,93.89,1,0
19.11,89.34,2,1
8.18,80.65,0,2
10.92,81.53,0,2
9.57,87.86,1,2
22.98,83.17,0,0
3.07,91.03,0,2
5.85,91.2,1,2
20.4,87.14,1,0
3.49,94.69,1,2
11.29,90.23,0,2
15.0,83.33,0,2
12.58,84.28,1,2
22.22,91.87,2,1
28.97,81.15,2,1
21.75,89.5,2,1
7.09,81.13,2,1
7.64,81.94,2,1
25.34,83.25,1,0
19.45,83.03,2,1
16.31,83.27,2,1
3.37,81.27,0,2
28.85,81.38,0,0
25.29,96.67,0,0
19.69,92.28,1,0
25.92,88.97,2,1
28.86,98.55,2,1
23.65,95.34,2,1
11.23,90.48,1,2
15.12,95.44,1,2
15.77,85.84,1,0
16.57,84.87,2,1
10.67,98.45,0,2
16.43,89.98,2,1
6.43,94.59,0,2
15.55,97.39,1,0
20.67,96.56,0,0
13.46,90.24,2,1
23.81,81.38,1,0
10.01,83.27,2,1
17.21,93.18,0,0
27.58,81.96,0,0
10.1,82.11,0,2
16.41,87.8,2,1
16.41,89.9,2,1
15.51,85.88,1,0
26.41,93.98,2,1
26.7,81.43,0,0
27.51,84.56,2,1
2.49,88.27,2,1
18.51,92.13,0,0
21.71,87.83,1,0
4.49,96.48,1,2
8.05,93.93,2,1
1.97,94.72,2,1
9.64,86.5,1,2
13.5,89.62,0,2
5.42,91.08,1,2
21.1,93.98,1,0
18.62,87.35,1,0
18.6,80.09,0,0
21.65,94.92,1,0
28.5,87.81,2,1
10.9,80.24,2,1
14.53,92.9,1,2
10.72,82.64,2,1
21.22,95.67,1,0
9.01,93.13,1,2
28.17,99.34,1,0
20.86,88.61,1,0
13.95,91.65,0,2
10.52,99.38,1,2
1.5,82.82,2,1
11.79,90.02,0,2
25.84,82.04,1,0
22.55,82.57,0,0
6.8,91.13,2,1
4.48,89.33,0,2
7.98,83.51,0,2
9.75,85.14,0,2
8.62,83.17,2,1
11.55,95.67,0,2
1.8,84.52,0,2
28.52,93.14,2,1
15.68,94.86,2,1
12.41,89.71,1,2
20.44,84.21,2,1
2.31,91.6,1,2
15.49,83.39,0,2
3.9,91.2,2,1
8.88,95.93,1,2
6.08,92.72,1,2
6.41,98.82,0,2
21.17,85.67,0,0
22.25,99.25,1,0
3.02,98.65,1,2
10.8,82.21,0,2
24.32,96.66,1,0
1.8,84.32,1,2
20.34,90.22,0,0
23.94,94.56,1,0
20.62,86.95,0,0
13.99,80.12,2,1
26.07,83.71,0,0
7.41,95.86,0,2
22.02,98.32,2,1
22.2,92.96,1,0
21.07,87.94,1,0
14.97,92.36,1,2
28.6,83.73,1,0
25.19,83.66,2,1
4.1,90.15,2,1
13.18,99.66,2,1
20.09,80.89,2,1
8.95,94.09,1,2
15.89,92.32,1,0
29.1,96.31,2,1
19.69,97.03,0,0
13.95,95.2,2,1
26.56,98.62,0,0
4.31,83.82,0,2
16.34,83.57,1,0
20.84,90.67,1,0
22.77,98.03,0,0
21.6,94.54,1,0
28.22,84.11,1,0
24.1,90.03,2,1
19.62,87.58,2,1
2.56,86.2,1,2
2.56,95.13,1,2
9.93,80.44,2,1
19.95,82.86,0,0
10.66,90.98,2,1
15.45,91.22,1,2
24.95,85.04,0,0
18.99,98.37,0,0
16.46,99.26,0,0
4.31,90.29,0,2
9.71,98.58,2,1
20.68,83.72,1,0
19.67,90.08,1,0
24.48,94.39,0,0
9.57,98.45,1,2
23.27,95.49,2,1
24.89,85.98,1,0
12.84,83.47,2,1
27.48,91.29,1,0
1.93,87.59,0,2
3.45,90.72,2,1
17.0,89.09,1,0
26.36,96.12,0,0
3.26,91.29,1,2
16.82,81.51,1,0
11.28,90.58,0,2
26.11,85.89,2,1
19.71,89.77,0,0
21.14,80.69,1,0
6.68,97.02,1,2
8.49,91.96,2,1
8.3,83.68,0,2
28.26,80.77,0,0
5.88,83.32,1,2
23.23,83.37,2,1
9.11,94.84,0,2
20.55,84.09,1,0
13.03,86.54,0,2
28.37,92.92,1,0
27.27,97.38,1,0
18.37,84.57,1,0
23.47,95.58,2,1
27.52,85.39,1,0
13.63,83.5,1,2
19.46,84.64,0,0
27.56,88.57,2,1
13.59,92.3,1,2
11.65,93.21,2,1
16.61,92.37,0,0
7.33,95.49,0,2
16.29,86.5,2,1
28.32,82.33,1,0
18.28,98.78,0,0
25.81,80.09,1,0
18.22,85.17,0,0
18.57,84.43,1,0
19.36,91.87,2,1
5.04,99.82,0,2
5.05,91.0,0,2
29.97,91.47,0,0
27.77,81.64,1,0
26.48,97.79,2,1
3.31,96.92,2,1
14.46,90.46,2,1
29.6,81.58,1,0
7.91,88.45,1,2
2.84,82.57,2,1
28.41,83.82,2,1
27.25,94.21,1,0
16.21,84.98,0,0
28.17,87.38,2,1
13.92,98.25,0,2
13.29,88.55,0,2
9.37,94.05,2,1
29.5,85.9,1,0
20.69,85.04,2,1
29.42,94.18,0,0
3.29,89.09,2,1
1.18,92.21,2,1
1.64,93.12,1,2
10.4,99.28,1,2
10.41,96.01,0,2
15.36,86.31,0,2
23.84,92.27,0,0
1.49,96.32,1,2
4.1,91.76,2,1
23.57,91.95,1,0
2.71,92.91,2,1
20.3,80.26,1,0
9.66,95.08,0,2
27.61,92.8,2,1
12.99,94.7,1,2
23.16,89.68,2,1
7.61,84.31,1,2
20.45,91.26,2,1
20.34,85.09,2,1
23.19,82.22,1,0
26.61,90.17,1,0
22.08,86.98,2,1
4.25,93.26,1,2
18.99,88.16,0,0
15.19,91.29,0,2
19.84,85.66,0,0
9.0,81.83,1,2
6.18,92.78,0,2
15.53,93.52,0,2
1.0,84.31,2,1
20.67,90.68,0,0
22.59,83.93,1,0
17.77,86.95,2,1
28.18,94.36,1,0
17.03,89.98,1,0
1.55,86.82,1,2
22.92,84.88,0,0
18.88,98.15,0,0
10.16,92.65,0,2
29.28,87.92,1,0
26.86,92.08,0,0
25.19,96.66,0,0
14.27,89.1,0,2
14.36,83.97,0,2
9.52,99.58,1,2
5.14,84.25,0,2
9.95,94.41,2,1
15.99,99.08,2,1
28.68,80.86,0,0
5.42,90.87,2,1
12.98,98.46,1,2
15.7,83.87,2,1
13.47,82.73,1,2
7.95,90.85,2,1
16.63,98.46,1,0
8.02,83.76,0,2
25.8,98.38,0,0
28.42,86.12,2,1
26.81,99.01,2,1
25.03,92.17,1,0
24.71,93.61,0,0
18.1,88.26,0,0
15.73,98.02,1,0
19.95,91.7,0,0
12.86,97.11,0,2
7.86,88.4,1,2
22.67,84.19,2,1
9.18,84.11,0,2
5.29,99.86,1,2
15.72,96.08,2,1
19.05,92.36,2,1
17.42,87.89,1,0
17.71,85.28,1,0
23.04,90.64,1,0
5.2,80.21,2,1
10.21,85.64,1,2
28.14,85.99,0,0
4.44,91.76,1,2
7.99,93.71,0,2
9.58,93.45,1,2
22.08,82.64,0,0
10.71,91.45,2,1
26.28,82.66,0,0
26.43,99.61,2,1
27.84,86.97,2,1
28.89,85.55,2,1
19.71,95.53,0,0
9.1,96.9,2,1
2.19,83.14,1,2
1.73,90.79,1,2
2.17,98.4,2,1
21.56,95.36,2,1
24.43,96.46,1,0
22.54,97.08,2,1
7.63,99.82,1,2
9.83,98.16,2,1
18.19,95.47,2,1
14.61,94.28,1,2
1.72,99.14,0,2
16.46,95.51,2,1
24.4,98.37,2,1
20.29,96.83,1,0
6.27,97.09,2,1
21.21,95.13,2,1
11.92,97.24,1,2
6.5,93.14,1,2
11.44,98.17,0,2
4.03,94.22,2,1
24.51,89.68,0,0
11.65,81.72,0,2
14.38,88.31,1,2
19.53,83.13,1,0
3.39,88.36,1,2
25.18,94.16,0,0
29.27,97.74,1,0
4.2,80.13,1,2
24.01,80.35,0,0
26.29,99.17,0,0
21.4,88.99,0,0
6.6,83.08,0,2
28.03,97.97,1,0
1.16,90.13,0,2
12.26,95.65,2,1
21.1,81.96,2,1
25.0,94.78,1,0
11.24,80.26,0,2
15.92,93.32,1,0
6.53,83.69,2,1
20.33,88.28,0,0
22.27,93.37,2,1
8.17,94.49,1,2
15.67,80.23,2,1
25.14,98.54,0,0
16.48,89.91,1,0
14.46,90.02,1,2
22.22,97.18,0,0
22.55,84.24,0,0
5.58,89.06,2,1
1.05,98.27,2,1
4.77,97.11,2,1
28.68,91.03,2,1
19.19,84.03,2,1
16.02,88.59,2,1
1.71,91.63,0,2
13.66,88.06,2,1
15.12,82.3,2,1
3.77,82.82,2,1
13.9,97.38,0,2
4.42,98.15,0,2
12.37,83.16,1,2
1.94,81.13,2,1
5.52,90.36,2,1
22.99,97.52,0,0
25.2,96.83,1,0
24.05,81.62,1,0
3.51,92.72,2,1
1.34,95.18,2,1
4.15,91.95,0,2
27.4,86.26,1,0
18.04,96.13,1,0
25.77,91.47,2,1
7.84,89.51,0,2
14.13,92.12,2,1
27.88,83.73,0,0
16.08,89.59,2,1
25.34,98.09,0,0
20.48,95.52,2,1
28.89,93.6,0,0
14.53,91.09,0,2
20.16,88.38,1,0
28.66,90.99,2,1
23.68,99.0,2,1
12.71,93.01,0,2
24.04,82.09,1,0
1.45,95.72,2,1
11.9,81.86,2,1
12.03,90.62,2,1
23.58,88.39,0,0
26.72,88.03,2,1
24.72,85.06,0,0
18.52,90.14,0,0
9.58,99.84,1,2
2.01,87.65,0,2
25.33,85.66,0,0
24.07,96.77,1,0
25.86,98.32,1,0
23.48,99.31,2,1
8.9,93.82,2,1
11.46,84.16,0,2
10.49,87.7,2,1
19.27,87.77,1,0
1.84,98.61,2,1
13.62,92.47,2,1
28.21,87.1,2,1
19.12,97.91,1,0
17.7,91.46,0,0
4.7,93.06,1,2
25.36,84.38,0,0
23.81,85.99,0,0
15.52,83.39,2,1
23.69,95.98,0,0
3.8,89.5,2,1
24.07,84.45,0,0
10.86,86.28,1,2
16.35,87.97,0,0
7.32,91.13,0,2
2.49,86.05,2,1
17.0,92.46,0,0
27.66,84.24,2,1
10.39,90.37,0,2
15.98,86.15,0,0
6.14,97.56,1,2
18.61,85.75,1,0
24.3,96.67,2,1
27.63,97.19,0,0
15.64,80.38,1,0
11.83,84.61,2,1
18.11,96.06,0,0
8.05,84.14,2,1
9.68,94.59,2,1
1.35,83.02,1,2
18.59,82.9,2,1
23.31,88.16,2,1
29.31,94.43,2,1
9.18,87.84,2,1
7.08,86.04,1,2
26.07,88.65,1,0
12.28,86.14,1,2
26.07,94.39,2,1
18.95,86.8,1,0
3.38,93.98,2,1
16.08,97.06,1,0
9.92,91.57,2,1
19.19,81.35,2,1
14.33,92.93,2,1
5.0,99.6,1,2
29.12,85.92,1,0
8.83,98.03,0,2
17.86,90.69,1,0
27.72,99.4,0,0
20.38,90.42,0,0
8.69,81.56,1,2
16.8,92.12,0,0
1.54,87.32,0,2
10.29,91.23,2,1
14.22,90.93,1,2
9.01,85.86,0,2
14.0,95.88,2,1
24.63,94.87,2,1
21.82,99.91,2,1
17.98,84.18,1,0
4.6,88.29,1,2
2.67,89.17,1,2
23.24,99.93,1,0
3.94,97.67,2,1
26.17,95.18,1,0
16.54,93.38,1,0
28.94,89.0,0,0
9.02,83.67,2,1
14.59,84.87,2,1
3.16,99.77,1,2
16.77,97.91,2,1
24.02,90.94,2,1
2.11,83.43,2,1
13.81,98.24,0,2
3.85,82.07,0,2
19.64,97.69,2,1
6.77,94.64,2,1
11.79,87.05,1,2
26.14,88.48,0,0
8.0,86.04,1,2
27.66,85.0,0,0
17.67,82.03,0,0
15.62,84.81,0,0
4.62,93.7,2,1
9.45,81.19,1,2
1.42,86.11,2,1
26.36,89.85,0,0
19.73,81.8,1,0
18.31,96.97,1,0
16.3,82.14,1,0
11.13,98.25,1,2
7.03,91.58,2,1
2.9,99.38,0,2
9.35,83.37,2,1
11.4,98.13,1,2
4.15,84.44,2,1
11.0,92.38,2,1
22.58,95.66,1,0
24.01,87.56,2,1
5.05,99.72,2,1
7.42,99.37,1,2
6.21,95.68,2,1
4.01,99.12,0,2
15.08,84.37,0,2
27.17,93.32,2,1
16.84,87.3,1,0
6.71,95.43,0,2
3.81,96.82,1,2
10.26,98.7,1,2
6.81,96.0,0,2
23.02,89.34,1,0
24.48,98.83,0,0
6.25,95.51,1,2
9.26,99.05,0,2
10.48,98.16,2,1
18.56,87.52,1,0
2.49,94.81,2,1
23.2,97.76,2,1
25.42,91.94,1,0
15.68,99.41,1,0
29.1,96.46,2,1
25.62,88.36,0,0
25.24,82.19,2,1
9.26,83.15,2,1
2.78,94.39,0,2
3.73,96.12,2,1
5.32,90.99,0,2
11.77,98.86,2,1
25.68,90.4,2,1
3.07,91.81,2,1
25.95,83.41,2,1
6.02,97.18,0,2
22.07,85.58,1,0
16.74,97.62,1,0
2.17,92.09,1,2
17.88,85.58,0,0
21.16,82.5,1,0
2.76,81.54,2,1
2.3,87.88,0,2
25.11,84.94,0,0
27.72,92.16,1,0
24.7,88.16,1,0
26.88,98.2,0,0
17.53,99.44,2,1
16.16,87.43,0,0
9.49,87.54,0,2
2.62,89.32,1,2
1.38,90.94,0,2
20.09,97.08,0,0
6.89,84.95,1,2
9.85,99.01,2,1
10.91,82.44,1,2
16.28,93.69,0,0
2.49,83.9,2,1
1.78,90.07,1,2
15.54,96.23,0,2
2.76,91.39,1,2
4.8,88.07,0,2
13.56,98.15,1,2
22.33,99.89,2,1
11.74,96.27,1,2
27.19,93.56,0,0
29.23,93.64,2,1
24.26,99.69,1,0
3.56,89.36,2,1
18.7,89.31,2,1
8.24,95.16,2,1
24.38,97.34,1,0
13.43,98.37,2,1
7.92,92.21,0,2
7.73,81.48,2,1
24.52,86.51,2,1
28.57,83.03,1,0
18.94,93.27,2,1
10.9,88.76,2,1
21.97,87.98,2,1
20.62,86.37,2,1
22.16,84.81,1,0
17.05,88.48,0,0
23.28,89.58,0,0
25.46,85.47,2,1
16.96,85.96,0,0
7.96,98.32,2,1
1.79,96.01,0,2
21.27,99.8,0,0
1.8,98.72,2,1
21.1,90.08,0,0
29.2,99.59,2,1
1.36,86.45,0,2
8.69,89.17,2,1
5.06,86.49,2,1
18.25,86.74,2,1
3.25,89.45,0,2
19.21,99.64,2,1
27.32,82.61,2,1
19.49,98.84,2,1
13.23,93.57,2,1
4.64,80.32,1,2
10.15,99.34,2,1
23.85,98.06,0,0
15.36,92.52,2,1
25.71,99.48,2,1
4.49,88.99,0,2
10.93,86.41,1,2
18.42,95.77,0,0
15.93,97.4,2,1
21.05,81.13,1,0
24.89,84.08,2,1
20.91,98.8,2,1
23.63,85.45,1,0
26.41,98.44,0,0
17.5,96.58,2,1
7.72,85.81,1,2
26.41,95.48,2,1
17.47,88.14,2,1
28.06,81.02,1,0
9.46,88.9,2,1
12.88,83.16,2,1
1.59,97.72,2,1
19.93,88.13,0,0
3.86,85.09,0,2
4.35,81.91,2,1
21.83,88.94,2,1
5.42,97.79,0,2
